time,flux,flux_err
131.51177593509783,0.9959083,0.00043191036
131.53221041012876,0.9932397,0.00043222107
131.5526447852244,0.9932959,0.00043196292
131.5730790602538,0.9934782,0.00043234968
131.59351343529124,0.9946676,0.00043259218
131.61394791032944,0.9939074,0.0004323947
131.63438218536612,0.9937125,0.00043246802
131.65481656039628,0.99300283,0.0004321815
131.67525103543448,0.9932455,0.0004322244
131.69568541046465,0.9926825,0.00043217046
131.71611968544312,0.9930687,0.0004319852
131.73655406048056,0.9935025,0.00043193868
131.75698853551148,0.9931405,0.00043200888
131.77742281048995,0.99317354,0.00043232346
131.7978571855274,0.9934314,0.0004320576
131.8182916605001,0.99356544,0.0004319248
131.83872593547858,0.99318403,0.00043185582
131.85916031051602,0.99367225,0.0004321161
131.87959468548797,0.99388665,0.00043214997
131.9000290604672,0.99379534,0.0004321333
131.92046343544644,0.99195963,0.0004320865
131.9408978104184,0.99181193,0.00043186304
131.96133218539762,0.9928114,0.00043197043
131.98176656037685,0.9920557,0.00043175175
132.0022009352906,0.99265003,0.00043156827
132.02263521026907,0.99225724,0.00043227337
132.04306968519086,0.9937776,0.00043204136
132.0635040601628,0.99328697,0.00043228496
132.08393833508308,0.9933878,0.00043208944
132.1043727100041,0.9929402,0.00043187282
132.1248071849186,0.99305373,0.0004319159
132.14524145983887,0.9929882,0.00043202355
132.1656758347599,0.9930338,0.00043213376
132.1861103096744,0.9931975,0.00043212657
132.20654468459543,0.99271023,0.0004320048
132.22697895945748,0.99252397,0.00043200472
132.2474133343785,0.99302477,0.000431434
132.2678478092348,0.99280506,0.00043211735
132.28828208409686,0.99269736,0.00043194508
132.3087164590106,0.99325746,0.00043245274
132.3291509338742,0.9921438,0.00043193606
132.34958520873624,0.9936339,0.00043229596
132.37001958354085,0.9935207,0.00043197075
132.3904539583964,0.99288905,0.00043181
132.410888333201,0.9932994,0.00043232867
132.43132270805654,0.99416435,0.0004320603
132.45175708286115,0.9939219,0.00043206566
132.47219155772473,0.9944691,0.00043217104
132.49262583252857,0.9939937,0.00043237038
132.5130602073259,0.99480534,0.0004323412
132.53349448212975,0.9949369,0.00043265818
132.55392895686964,0.9943614,0.00043222593
132.57436333167425,0.9953276,0.00043233298
132.5947976064199,0.994908,0.0004324758
132.61523208122526,0.99497634,0.0004324678
132.63566645596438,0.99503136,0.0004328887
132.65610083071078,0.9950329,0.00043276395
132.67653510545642,0.9957386,0.0004325123
132.6969695801963,0.9964219,0.00043230294
132.7174039548845,0.99531865,0.00043257215
132.73783822963014,0.9964212,0.00043214255
132.75827270431182,0.99604565,0.00043223405
132.77870707900001,0.9963833,0.0004324124
132.79914135368745,0.9959508,0.0004323756
132.81957572836836,0.9967678,0.0004323527
132.84001020305732,0.99635136,0.0004322176
132.86044447774475,0.9968466,0.00043282475
132.88087885236746,0.9971767,0.00043225367
132.9013133270564,0.997038,0.00043272984
132.92174760168564,0.9968635,0.00043240815
132.94218197630835,0.9975362,0.00043268673
132.96261635093833,0.9978347,0.00043288426
132.98305082551087,0.99780405,0.00043279378
133.00348510013282,0.99799806,0.00043282268
133.0239194747046,0.99800384,0.0004329597
133.04435384927638,0.9985925,0.0004328998
133.06478822384088,0.9981573,0.00043286083
133.08522259841266,0.9986445,0.00043330935
133.10565697298443,0.99891436,0.00043314733
133.12609134749073,0.99936676,0.0004334912
133.1465257220625,0.99907553,0.00043338162
133.16696009657608,0.99959904,0.0004327382
133.18739447108237,0.9995222,0.00043322693
133.2078289455967,0.9997918,0.00043339888
133.2282632200513,0.9996752,0.00043356014
133.2486975945576,1.0002939,0.00043355627
133.26913196901296,1.0000696,0.00043334966
133.28956634346832,1.000652,0.00043359335
133.3100007179164,1.001357,0.00043373078
133.330434992371,1.0005845,0.0004333561
133.35086946682713,1.0016764,0.00043388
133.371303841217,1.0007138,0.00043369544
133.39173821561417,1.0009756,0.0004334266
133.41217259001132,1.0009986,0.0004337246
133.4326069644012,1.0020202,0.0004334155
133.45304133879836,1.0018789,0.00043388244
133.47347561313654,1.0011659,0.0004335979
133.49391008746898,1.0024459,0.00043377987
133.51434446180792,1.002542,0.00043398165
133.5347787361461,1.0034008,0.0004340132
133.55521321047854,1.0027092,0.0004338941
133.57564758475928,1.0030136,0.00043397897
133.59608185903926,1.0025327,0.0004335573
133.61651623337093,1.0023353,0.00043392592
133.63695070759422,1.0027634,0.00043397304
133.6573850818677,1.0025352,0.00043385415
133.67781935608946,1.0028287,0.0004340258
133.69825383037096,1.003557,0.0004341071
133.7186882045935,1.0036718,0.0004340059
133.73912247874978,1.0027789,0.00043381794
133.7595568529723,1.0028497,0.0004340821
133.77999132713012,1.0035596,0.00043400322
133.80042560129368,1.0032877,0.00043402973
133.820859975458,1.0033647,0.00043415005
133.84129434962233,1.0028218,0.00043401943
133.86172872372117,1.0031288,0.00043403852
133.8821630978855,1.0037652,0.00043409516
133.9025974719334,1.0026015,0.00043399466
133.92303184603225,1.0035852,0.00043421582
133.94346622013836,1.0030804,0.0004341218
133.96390059418627,1.0031028,0.00043401442
133.98433486822614,1.0028017,0.00043409062
134.0047693422748,1.0028627,0.00043395755
134.02520371632272,1.0026077,0.00043406372
134.04563799030439,1.0029812,0.0004340884
134.06607246429485,1.0028358,0.00043415217
134.08650683828455,1.0032561,0.00043405095
134.1069411122662,1.0022619,0.00043399876
134.1273754861977,1.0028172,0.00043401675
134.14780996012996,1.0026416,0.00043399297
134.16824433405418,1.0031558,0.00043404894
134.1886786079849,1.0018352,0.0004339645
134.20911308185896,1.0022904,0.00043409452
134.22954745578318,1.003133,0.00043414318
134.2499817296557,1.0029806,0.0004340313
134.27041610347078,1.0030128,0.0004341023
134.29085057733755,1.002835,0.0004341281
134.31128485115187,1.0023849,0.00043388072
134.33171922496695,1.0027509,0.000433916
134.3521536987173,1.0035174,0.00043417877
134.37258797253162,1.001936,0.0004339209
134.41345672003808,1.0019675,0.0004338262
134.43389109373675,1.0031022,0.0004339385
134.45432546749362,1.0027679,0.00043400726
134.474759841185,1.0031692,0.00043392772
134.49519431488443,1.00268,0.0004339683
134.51562858852412,1.0022519,0.00043385665
134.5360629622155,1.0021486,0.00043325862
134.556497235797,1.0027535,0.00043376032
134.5769317094382,1.0025194,0.00043341817
134.5973660830714,1.0022825,0.0004335851
134.61780035665288,1.0025992,0.00043382525
134.63823473023513,1.0027626,0.00043369803
134.65866920381086,1.0031085,0.00043395392
134.6791035773349,1.0029063,0.00043376707
134.69953795085894,1.0031734,0.0004340225
134.7199723243757,1.0032254,0.0004338449
134.74040669784154,1.003719,0.00043397653
134.7608409713066,1.0022035,0.0004337567
134.78127534476516,1.0031885,0.0004340575
134.80170981823176,1.0034657,0.00043382458
134.82214419163938,1.0032858,0.0004340897
134.84257846504624,1.0036,0.000434061
134.86301293844735,1.0033156,0.00043407272
134.88344731179677,1.0042603,0.00043392778
134.9038816851389,1.0035506,0.00043417237
134.92431595848757,1.0037347,0.00043414024
134.94475043183775,1.0039294,0.0004341148
134.96518480512168,1.004167,0.00043420083
134.98561907841213,1.0044196,0.00043403983
135.0060535517041,1.0040572,0.00043414993
135.02648792492982,1.0042273,0.000434119
135.04692219816206,1.0047362,0.00043414478
135.06735657139507,1.0047029,0.000433997
135.08779104456335,1.0049297,0.00043428224
135.10822531773738,1.0043278,0.00043416754
135.12865969091217,1.0050226,0.0004344187
135.14909416402224,1.0046679,0.00043395322
135.16952853719704,1.0045626,0.00043394664
135.18996281025466,1.0058196,0.00043438733
135.21039718336397,1.0052093,0.00043416308
135.2308316564231,1.0060153,0.00043424004
135.25126592948072,1.0054828,0.00043430747
135.27170030247362,1.0060669,0.00043432735
135.29213457553124,1.0057396,0.00043433235
135.31256904847396,1.0061355,0.00043414847
135.33300342146686,1.0067017,0.00043443224
135.35343769440806,1.0067223,0.00043407388
135.37387216735078,1.0063709,0.0004340861
135.39430654028547,1.0076844,0.00043411998
135.41474091316923,1.0072842,0.000434403
135.43517518605222,1.0069553,0.00043441035
135.45560965887125,1.0072525,0.0004343384
135.476044031755,1.0066379,0.0004341424
135.4964783045216,1.0079219,0.00043422525
135.51691277734062,1.0091995,0.00043485052
135.53734715010796,1.0081127,0.00043431242
135.55778142287454,1.0069282,0.000434111
135.57821579558367,1.0084413,0.00043443395
135.5986502683445,1.0081183,0.00043426777
135.61908454099466,1.0087535,0.00043459082
135.63951891369652,1.0086623,0.00043431096
135.6599533863482,1.009228,0.00043460258
135.68038775899913,1.0090389,0.00043445398
135.7008220315911,1.0093086,0.00043429897
135.72125640417653,1.0103434,0.00043452843
135.74169087677,1.0097089,0.0004342237
135.76212514929648,1.0099951,0.00043434117
135.782559521831,1.0100799,0.00043444676
135.80299399436626,1.0103141,0.00043408424
135.8234282668418,1.0108945,0.00043464726
135.84386263931083,1.0116168,0.0004343369
135.86429701172892,1.0110843,0.00043441626
135.88473138419795,1.0119904,0.0004349332
135.90516575655784,1.0121232,0.00043461288
135.92560012897593,1.0121047,0.0004343828
135.94603440133506,1.0120317,0.0004342006
135.96646887363022,1.0119643,0.00043455194
135.9869032459901,1.0127226,0.00043424117
