kepid,koi_steff,koi_srad,ra,dec,koi_kepmag,koi_time0bk,koi_impact,koi_prad,koi_period,koi_duration,koi_disposition
10797460,5455.0,0.927,291.93423,48.141651,15.347,170.53875,0.146,2.26,9.48803557,2.9575,CONFIRMED
10797460,5455.0,0.927,291.93423,48.141651,15.347,162.51384,0.586,2.83,54.4183827,4.507,CONFIRMED
10811496,5853.0,0.868,297.00482,48.134129,15.436,175.850252,0.969,14.6,19.89913995,1.7822,FALSE POSITIVE
10848459,5805.0,0.791,285.53461,48.28521,15.597,170.307565,1.276,33.46,1.736952453,2.40641,FALSE POSITIVE
10854555,6031.0,1.046,288.75488,48.2262,15.509,171.59555,0.701,2.75,2.525591777,1.6545,CONFIRMED
10872983,6046.0,0.972,296.28613,48.22467,15.714,171.20116,0.538,3.9,11.09432054,4.5945,CONFIRMED
10872983,6046.0,0.972,296.28613,48.22467,15.714,172.97937,0.762,2.77,4.13443512,3.1402,CONFIRMED
10872983,6046.0,0.972,296.28613,48.22467,15.714,179.55437,0.755,1.59,2.56658897,2.429,CONFIRMED
6721123,6227.0,1.958,298.86435,42.151569,12.66,132.25053,1.169,39.21,7.36178958,5.022,FALSE POSITIVE
10910878,5031.0,0.848,286.99948,48.37579,15.841,173.621937,0.052,5.76,16.06864674,3.5347,CONFIRMED
11446443,5820.0,0.964,286.80847,49.316399,11.338,122.763305,0.818,13.04,2.470613377,1.74319,CONFIRMED
10666592,6440.0,1.952,292.24728,47.969521,10.463,121.3585417,0.224,16.1,2.204735417,3.88864,CONFIRMED
6922244,6225.0,1.451,281.28812,42.45108,13.563,121.1194228,0.631,14.59,3.522498429,3.19843,CONFIRMED
10984090,5833.0,1.022,295.64871,48.49556,12.772,133.98318,0.051,1.16,3.709214104,2.6302,CONFIRMED
10419211,5795.0,0.848,297.07993,47.597401,15.472,170.839688,2.483,150.51,11.521446064,3.6399,FALSE POSITIVE
10464078,5043.0,0.68,289.25821,47.635319,15.487,172.484253,0.804,7.18,19.40393776,12.2155,FALSE POSITIVE
10480982,6117.0,0.947,295.81454,47.69035,15.341,184.5521637,1.065,49.29,19.221388942,4.79843,FALSE POSITIVE
10485250,5152.0,0.786,297.15442,47.668701,15.788,180.881761,0.292,7.94,16.46983774,9.4378,FALSE POSITIVE
10526549,4856.0,0.696,288.13824,47.724449,15.302,173.258155,0.387,2.47,9.27358173,3.2875,CONFIRMED
10583066,4537.0,0.672,283.71088,47.86327,15.784,171.602959,0.258,2.85,6.02930329,1.5821,CONFIRMED
10583180,4989.0,0.819,283.76547,47.804298,15.269,170.73769,0.044,1.58,2.696370652,3.6129,FALSE POSITIVE
10601284,5185.0,0.91,292.37613,47.880989,15.416,171.80694,0.092,2.55,5.349553819,3.0278,CONFIRMED
10601284,5185.0,0.91,292.37613,47.880989,15.416,136.08662,0.226,1.7,3.94105221,2.5984,CONFIRMED
10601284,5185.0,0.91,292.37613,47.880989,15.416,132.8031,0.025,1.3,8.10904807,3.596,CONFIRMED
2306756,5543.0,1.58,292.27374,37.671558,12.394,166.342079,0.9765,41.5,386.6030528,6.8057,FALSE POSITIVE
10662202,4954.0,0.828,290.46512,47.92918,15.377,171.53594,0.896,2.95,21.67699193,3.4555,CONFIRMED
10682541,5339.0,0.847,297.80826,47.946671,15.861,171.74208,0.71,2.78,4.99677968,2.1717,CONFIRMED
11460018,5644.0,0.831,294.26581,49.314091,15.356,171.89659,0.424,2.3,4.280963604,2.875,CONFIRMED
11463211,5714.0,0.831,295.66522,49.351009,15.525,170.998064,0.86,4.53,1.50635409,1.5155,FALSE POSITIVE
11465813,5520.0,0.983,296.69861,49.316479,15.207,209.04355,0.701,14.14,670.645531,53.412,FALSE POSITIVE
11493732,6144.0,1.091,283.72592,49.479519,15.25,173.83826,1.248,39.87,61.2563628,7.633,FALSE POSITIVE
11507101,5481.0,1.036,291.72202,49.480869,15.172,172.82048,0.468,2.82,38.3775486,5.588,CONFIRMED
10910878,5031.0,0.848,286.99948,48.37579,15.841,165.00404,0.045,3.86,41.19725502,4.6297,CONFIRMED
10910878,5031.0,0.848,286.99948,48.37579,15.841,171.30126,0.105,2.65,6.252962249,2.5819,CONFIRMED
10987985,5015.0,0.826,297.02563,48.478588,15.39,176.3608,0.799,3.1,16.01308419,3.2554,CONFIRMED
11018648,5586.0,0.798,285.71854,48.505859,15.082,194.1019,0.021,3.36,32.62876672,4.7971,CONFIRMED
11018648,5586.0,0.798,285.71854,48.505859,15.082,193.8378,0.606,2.12,91.7732862,6.473,CONFIRMED
11138155,5712.0,1.082,292.16705,48.727589,15.263,172.2585292,0.831,12.21,4.959319244,2.22739,CANDIDATE
11152159,5550.0,0.91,297.92365,48.777321,15.54,170.69579,1.016,6.54,2.701287801,3.3827,FALSE POSITIVE
11153539,6075.0,0.969,298.45685,48.791592,15.395,171.34905,0.312,2.1,4.49876511,3.7362,CONFIRMED
11242721,6074.0,1.063,291.0939,48.933842,15.536,179.401981,0.723,12.42,19.651209505,5.2514,FALSE POSITIVE
9579641,5779.0,1.087,287.88733,46.276241,12.791,133.143089,0.787,2.94,5.412203927,2.9472,CONFIRMED
11304958,5468.0,1.046,295.55505,49.017342,15.4,208.93203,0.355,5.5,41.43958662,10.5989,CONFIRMED
11391957,5592.0,0.787,285.49924,49.277351,15.317,171.63257,0.023,2.52,8.35389523,2.2514,CONFIRMED
11403044,6174.0,1.103,291.93616,49.253979,15.506,169.752585,0.597,4.43,4.125543472,3.1744,CONFIRMED
11414511,5532.0,0.955,297.01547,49.225288,15.052,170.9676846,0.105,12.21,2.816504904,2.50587,CONFIRMED
11442465,5040.0,0.705,284.17233,49.360722,15.716,186.67608,0.812,7.34,33.93373447,14.561,FALSE POSITIVE
12110942,5880.0,0.917,291.62241,50.61824,15.242,170.36571,0.151,1.89,3.689920099,2.6557,CONFIRMED
12366084,5714.0,1.015,295.81616,51.121738,15.367,171.015,0.405,3.25,4.431238488,3.15,CONFIRMED
12366084,5714.0,1.015,295.81616,51.121738,15.367,133.84992,0.911,3.95,11.37936986,2.6255,CONFIRMED
12404086,5129.0,0.763,289.39972,51.25032,15.234,176.05459,0.602,3.07,26.39432897,3.573,CONFIRMED
8395660,5854.0,1.012,300.86398,44.337551,12.882,136.279194,0.866,2.64,13.57078281,3.3539,CONFIRMED
9579641,5779.0,1.087,287.88733,46.276241,12.791,139.00492,0.898,1.79,7.12594387,3.0014,CONFIRMED
11656840,6108.0,0.956,288.98682,49.733742,15.27,169.9717797,0.137,15.03,7.442652004,2.3078,FALSE POSITIVE
11754553,4126.0,0.615,286.73804,49.97575,15.095,172.72782,0.001,2.0,16.38489988,3.0249,CONFIRMED
11754553,4126.0,0.615,286.73804,49.97575,15.095,176.3759,0.041,2.16,7.8774163,2.0805,CONFIRMED
11754553,4126.0,0.615,286.73804,49.97575,15.095,151.60125,0.028,1.99,36.4454001,4.007,CONFIRMED
11812062,5497.0,0.809,290.78574,50.054119,15.523,171.793255,0.558,6.02,3.728732147,2.683,CONFIRMED
11818800,5446.0,0.781,294.31686,50.080231,15.487,173.56469,0.911,7.51,40.4195037,3.362,CANDIDATE
11853255,4149.0,0.564,285.17621,50.149818,15.135,170.679233,0.915,1.99,2.243380573,1.1196,CONFIRMED
11909839,5746.0,0.924,289.23553,50.241001,15.562,177.197466,0.324,11.23,10.405998015,6.5036,FALSE POSITIVE
11918099,5005.0,0.765,293.83331,50.23035,15.334,171.761982,0.28,2.34,2.337437946,1.9982,CONFIRMED
11918099,5005.0,0.765,293.83331,50.23035,15.334,137.75545,1.198,19.45,7.2406612,0.558,CANDIDATE
9579641,5779.0,1.087,287.88733,46.276241,12.791,132.6624,0.624,0.55,3.43591631,3.133,CANDIDATE
11923270,3688.0,0.473,296.22195,50.28722,15.937,180.395376,0.679,2.65,11.59822233,2.5237,CONFIRMED
11960862,5992.0,0.989,290.09805,50.321609,15.312,173.634044,0.39,5.31,6.575315881,4.3084,CONFIRMED
12020329,5485.0,0.867,295.45529,50.49456,15.08,169.994217,0.547,4.86,7.275040844,7.5377,CONFIRMED
12066335,4077.0,0.56,293.97336,50.53191,15.385,186.77093,0.031,1.93,19.27153892,2.7594,CONFIRMED
12066335,4077.0,0.56,293.97336,50.53191,15.385,136.28906,0.628,1.91,10.06524317,1.369,CONFIRMED
12070811,5557.0,0.75,296.02133,50.56778,15.505,178.74725,0.883,2.66,12.3935651,3.8896,CONFIRMED
8395660,5854.0,1.012,300.86398,44.337551,12.882,151.93538,0.852,2.87,43.84439721,6.802,CONFIRMED
3120431,5295.0,0.811,292.31595,38.27029,15.629,171.63943,1.213,21.55,3.341913228,3.813,FALSE POSITIVE
3246984,5735.0,0.973,294.36819,38.31028,15.279,169.820171,1.26,32.43,1.626630225,2.1145,CANDIDATE
3342970,6214.0,1.076,291.65353,38.494659,15.541,170.03417,0.023,3.12,2.711504086,3.0099,CONFIRMED
3342970,6214.0,1.076,291.65353,38.494659,15.541,172.81782,0.012,3.32,7.21203748,4.0491,CONFIRMED
12459725,5799.0,0.878,291.0448,51.321671,15.727,171.50237,0.1601,1.88,14.1798187,2.505,FALSE POSITIVE
12470844,5354.0,0.788,296.36652,51.319519,15.339,174.16212,0.022,2.59,8.47237911,2.7245,CONFIRMED
12470844,5354.0,0.788,296.36652,51.319519,15.339,181.16367,0.094,2.36,60.4189369,5.039,CONFIRMED
12644822,5795.0,0.919,289.11221,51.737381,15.14,180.892284,0.55,7.4,12.611904345,5.1497,CONFIRMED
2440757,6017.0,1.339,290.84369,37.728828,15.122,170.403536,1.268,46.58,1.433769925,1.8868,FALSE POSITIVE
2445129,5927.0,1.06,291.84891,37.713501,15.065,173.31543,1.215,28.59,10.31872301,3.836,FALSE POSITIVE
2713049,5519.0,1.062,291.43997,37.905659,15.026,169.67494,0.238,2.06,2.539183147,2.4282,CONFIRMED
3114167,5653.0,0.679,290.87051,38.273628,15.591,170.57662,0.838,2.77,6.770300385,2.0844,CONFIRMED
3114661,5255.0,0.636,290.99689,38.28492,15.748,169.865406,1.258,27.51,0.444291966,2.0792,FALSE POSITIVE
3115833,5988.0,0.836,291.28195,38.241669,15.657,177.141891,0.92,7.73,10.181584004,3.5089,CANDIDATE
4139816,3950.0,0.493,286.07913,39.27832,15.954,147.46554,0.556,1.96,20.06036336,3.3203,CONFIRMED
4139816,3950.0,0.493,286.07913,39.27832,15.954,165.23729,0.013,1.83,46.1842039,4.758,CONFIRMED
8395660,5854.0,1.012,300.86398,44.337551,12.882,147.537,0.95,1.31,23.9800854,5.351,CONFIRMED
4139816,3950.0,0.493,286.07913,39.27832,15.954,136.54995,0.708,1.2,7.82502168,2.186,CONFIRMED
4275191,5557.0,0.774,294.65524,39.308361,15.725,170.527552,0.524,7.34,3.895936525,2.3111,CONFIRMED
4476123,5395.0,0.734,294.71063,39.52174,15.583,175.45862,0.4,2.32,22.36646466,5.228,CONFIRMED
3351888,5539.0,1.106,293.87192,38.422939,15.001,170.8266564,0.076,9.73,1.625522174,2.38963,CONFIRMED
3453214,5710.0,0.905,293.81619,38.563568,15.562,181.881819,0.458,13.6,19.620346923,2.0038,CANDIDATE
3554600,5657.0,0.824,293.94116,38.601101,15.559,171.7982,1.175,17.47,7.544039,6.222,FALSE POSITIVE
3641726,5349.0,0.82,290.33362,38.72823,15.387,177.20422,0.024,2.57,9.02930689,3.1449,CANDIDATE
3734868,5627.0,1.024,287.69675,38.886452,15.646,174.581054,0.281,13.28,10.328035714,7.7915,FALSE POSITIVE
3832474,5485.0,0.867,285.28363,38.947281,15.403,154.23552,0.379,8.9,143.2063047,8.9302,CONFIRMED
8395660,5854.0,1.012,300.86398,44.337551,12.882,135.63916,0.646,0.79,6.164876,3.262,CONFIRMED
3832474,5485.0,0.867,285.28363,38.947281,15.403,243.892578,0.224,12.19,60.32494216,6.6188,CONFIRMED
3832474,5485.0,0.867,285.28363,38.947281,15.403,150.69922,0.3619,1.91,29.1598615,4.803,CONFIRMED
3836375,5663.0,0.915,286.92639,38.921631,15.974,170.50479,1.225,25.69,1.540397253,2.1541,FALSE POSITIVE
3838486,4667.0,0.731,287.74881,38.92955,15.842,171.9834,0.014,1.7,2.99025443,5.414,FALSE POSITIVE
3935914,5934.0,0.893,285.21381,39.027481,15.53,170.6483505,0.514,11.3,1.594745374,1.9604,CONFIRMED
3940418,5170.0,0.807,287.09399,39.060719,15.119,170.508434,0.003,2.5,4.783002698,2.335,CANDIDATE
4049131,4905.0,0.761,289.31543,39.153278,15.398,181.43428,0.26,3.41,20.50588921,4.0595,CONFIRMED
4139816,3950.0,0.493,286.07913,39.27832,15.954,171.979062,0.466,2.03,3.340218842,1.9104,CONFIRMED
5287983,5926.0,0.939,295.37805,40.493401,15.555,171.002455,1.255,30.26,2.507089906,2.0067,FALSE POSITIVE
5358241,5775.0,1.053,290.46176,40.562462,15.386,174.771,0.08,3.12,18.64932728,4.4056,CONFIRMED
10875245,5847.0,1.402,297.02826,48.208611,12.487,138.60548,0.529,1.7,4.90144976,4.1654,CONFIRMED
5358241,5775.0,1.053,290.46176,40.562462,15.386,138.78608,0.949,2.76,9.75192101,4.793,CONFIRMED
5358241,5775.0,1.053,290.46176,40.562462,15.386,163.85063,0.911,4.02,38.5576546,5.794,CONFIRMED
5358624,5150.0,0.793,290.58173,40.5774,15.224,170.0479951,0.12,11.58,3.525632539,2.59959,CONFIRMED
4544670,5509.0,0.871,285.92001,39.624828,15.684,172.633252,0.934,7.61,34.84398644,2.9315,CANDIDATE
4664847,5973.0,1.085,294.4899,39.771439,15.67,174.997206,0.517,5.52,7.748094239,3.5957,CONFIRMED
4725681,3747.0,0.524,283.86639,39.898079,15.414,186.22182,0.416,1.8,23.96793669,3.827,CONFIRMED
4913852,3692.0,0.517,288.81201,40.033401,15.877,176.33968,0.573,2.1,8.11437482,2.2736,CONFIRMED
4932348,5575.0,0.932,294.14789,40.055538,15.472,196.934947,0.501,27.5,38.036729482,4.34617,FALSE POSITIVE
4936180,6463.0,0.826,295.11371,40.071171,15.27,173.64638,1.28,30.09,4.64090031,35.512,FALSE POSITIVE
11913073,5514.0,0.826,291.06152,50.265129,13.496,171.66504,1.121,13.65,3.747838198,5.0642,FALSE POSITIVE
10875245,5847.0,1.402,297.02826,48.208611,12.487,138.77799,0.173,2.89,14.74914825,6.0995,CONFIRMED
5021899,5601.0,0.999,294.77686,40.15374,15.54,174.01085,0.053,3.38,21.81295996,4.3791,CONFIRMED
5077629,5690.0,0.776,283.53845,40.217999,15.805,172.181092,0.733,10.34,7.91936937,3.3148,FALSE POSITIVE
5115978,6228.0,0.99,296.00699,40.295429,15.202,170.228582,1.5734,72.77,1.028436523,1.8606,CANDIDATE
5164255,4986.0,0.833,283.25354,40.358189,16.422,173.61402,0.692,11.01,15.37562369,3.3169,CONFIRMED
5252423,4861.0,0.732,283.22141,40.421829,15.289,176.9486,0.047,2.11,8.10363271,3.161,CONFIRMED
5252423,4861.0,0.732,283.22141,40.421829,15.289,134.96178,0.258,1.46,4.71510843,2.506,CONFIRMED
5272878,5776.0,0.849,291.14951,40.420521,15.09,171.13575,0.524,2.44,6.365839713,2.9721,CONFIRMED
5283542,6108.0,0.997,294.22397,40.417858,15.546,174.77602,0.941,3.86,5.97581754,3.065,FALSE POSITIVE
5649215,5764.0,0.863,298.96112,40.862808,15.021,170.66951,1.241,26.25,2.446737317,4.7211,FALSE POSITIVE
5651104,5035.0,0.791,299.3161,40.82238,15.028,169.9490106,0.736,8.99,3.04033046,1.8411,CONFIRMED
5792202,5251.0,0.817,292.23676,41.08588,15.855,174.00278,0.773,5.0,15.33528675,3.897,CONFIRMED
10875245,5847.0,1.402,297.02826,48.208611,12.487,137.80219,0.706,1.06,7.95825328,4.377,CONFIRMED
5792202,5251.0,0.817,292.23676,41.08588,15.855,153.43031,0.798,6.5,31.33046135,5.176,CONFIRMED
5370302,5810.0,0.898,294.05676,40.549679,15.016,173.393734,0.709,12.28,3.9043425,3.831,FALSE POSITIVE
5372966,5670.0,0.821,294.74396,40.53392,15.365,171.8214689,0.377,17.61,9.286358079,3.49949,FALSE POSITIVE
5376067,6046.0,0.869,295.50439,40.505489,15.446,173.276125,1.276,31.44,3.951405455,2.1862,FALSE POSITIVE
5436502,5739.0,1.384,287.89713,40.637821,15.084,171.376107,0.008,7.89,23.65369415,8.2183,CONFIRMED
5436502,5739.0,1.384,287.89713,40.637821,15.084,140.32196,0.014,3.06,13.23352214,6.7372,CONFIRMED
5436502,5739.0,1.384,287.89713,40.637821,15.084,134.81656,0.235,2.32,6.15560285,4.9843,CONFIRMED
5436502,5739.0,1.384,287.89713,40.637821,15.084,134.17462,0.746,1.62,2.090811305,3.388,CONFIRMED
10875245,5847.0,1.402,297.02826,48.208611,12.487,133.49863,0.196,1.53,3.180027898,3.5797,CONFIRMED
5436502,5739.0,1.384,287.89713,40.637821,15.084,178.5014,0.379,2.67,50.4467417,7.159,CONFIRMED
5456651,4959.0,0.756,294.20215,40.66341,15.208,180.93613,0.048,2.35,11.76307164,2.9076,CONFIRMED
5456651,4959.0,0.756,294.20215,40.66341,15.208,132.29259,0.7,2.37,56.2279271,3.57,CONFIRMED
5481416,4794.0,0.701,299.64285,40.691238,15.836,171.58362,1.178,17.06,2.384052875,3.0918,FALSE POSITIVE
5531576,4768.0,0.779,291.15878,40.750271,15.66,174.66224,0.3,2.25,7.953547,2.6312,CONFIRMED
5531576,4768.0,0.779,291.15878,40.750271,15.66,135.92831,0.004,1.48,4.14451656,2.3421,CONFIRMED
5534814,6072.0,0.988,292.21436,40.759762,15.311,173.011469,1.259,38.33,4.859386384,2.2757,FALSE POSITIVE
6291653,5386.0,0.793,293.87811,41.66177,15.305,176.522462,0.644,8.24,10.526294577,2.5211,CONFIRMED
6392727,5815.0,0.877,299.18686,41.74268,15.287,169.973972,0.045,5.39,4.583520948,2.7055,CONFIRMED
6422070,5653.0,0.949,283.31638,41.83712,15.257,171.90364,0.926,2.66,3.76181843,3.5176,CONFIRMED
6428700,5015.0,0.826,286.5657,41.808399,15.376,169.69138,0.823,3.01,8.20396958,2.9667,CONFIRMED
6428700,5015.0,0.826,286.5657,41.808399,15.376,143.41659,0.97,3.01,14.49645186,4.016,CONFIRMED
5792202,5251.0,0.817,292.23676,41.08588,15.855,133.85964,0.644,2.19,6.54626149,2.75,CANDIDATE
5794379,4702.0,0.686,292.91312,41.060921,15.389,175.35526,0.427,2.31,12.71809866,3.0957,CONFIRMED
5794379,4702.0,0.686,292.91312,41.060921,15.389,198.58423,0.26,2.64,36.06588163,4.3246,CONFIRMED
5881688,6073.0,1.135,293.49661,41.137589,15.27,171.44122,0.458,6.21,4.190425659,2.8589,CONFIRMED
6022556,5727.0,0.978,283.86441,41.346458,15.581,171.987982,0.023,4.35,3.709870784,3.0694,CONFIRMED
6032497,5878.0,0.987,288.51001,41.301769,15.447,177.29506,0.791,3.75,16.3297527,6.271,CONFIRMED
6061119,5862.0,0.785,296.88821,41.396091,15.482,186.713552,0.782,13.84,27.807566216,4.21587,CONFIRMED
6191521,5510.0,1.238,287.1543,41.565788,15.201,203.895,0.527,7.59,80.8723469,11.195,CONFIRMED
6267425,4968.0,0.704,284.86929,41.679192,15.999,172.002627,1.266,26.82,3.166465862,2.9381,FALSE POSITIVE
3531558,5718.0,1.317,287.36279,38.649601,12.377,138.68167,0.686,2.29,24.99324319,5.9409,CONFIRMED
6276477,5501.0,0.918,288.9942,41.633282,15.018,170.93729,0.029,2.47,10.35533116,3.1775,CONFIRMED
6863998,5239.0,0.826,292.10519,42.380322,15.219,180.28319,0.867,3.68,16.08518937,3.984,CONFIRMED
6867155,4245.0,0.657,293.00797,42.307201,15.172,208.399822,0.778,10.59,235.9986399,8.2284,CANDIDATE
6948054,5103.0,0.787,291.63898,42.436321,15.599,174.95037,0.02,2.56,7.49018305,2.7297,CONFIRMED
6948054,5103.0,0.787,291.63898,42.436321,15.599,201.2869,0.035,3.03,36.2761238,4.7865,CONFIRMED
6948054,5103.0,0.787,291.63898,42.436321,15.599,137.26594,0.594,2.32,17.46087931,2.2641,CONFIRMED
6435936,3593.0,0.491,289.50848,41.812119,15.849,201.16578,0.018,1.94,56.0560754,4.685,CONFIRMED
6522242,5522.0,0.747,291.76041,41.944069,15.196,195.78745,0.377,11.38,41.408316686,5.0264,CONFIRMED
6526710,6122.0,0.964,293.17929,41.969238,15.344,172.854644,0.881,14.21,39.74893077,7.3051,CANDIDATE
6587280,5237.0,0.826,285.11047,42.033958,15.086,174.87931,0.348,2.47,5.715425977,2.5242,CONFIRMED
9471974,5626.0,2.057,294.55917,46.062328,12.654,141.911924,0.035,8.2,49.18394185,11.3364,CONFIRMED
6587280,5237.0,0.826,285.11047,42.033958,15.086,146.91109,0.957,2.28,20.0261412,1.611,CONFIRMED
6599919,5697.0,0.903,289.89777,42.009151,15.06,173.987319,1.081,19.02,13.61014819,2.594,FALSE POSITIVE
6675056,4947.0,0.802,286.24356,42.148811,15.546,175.4046,0.23,2.66,10.44331991,2.743,FALSE POSITIVE
6685526,5265.0,0.81,290.00757,42.116459,15.001,170.81914,0.128,1.41,2.237489571,1.8119,CONFIRMED
6756669,5532.0,0.806,284.08731,42.233231,15.33,173.8228336,0.211,14.62,5.851520671,3.11058,FALSE POSITIVE
6784235,5895.0,0.94,293.81647,42.212502,15.533,172.147959,0.026,2.62,3.167893418,2.1814,CONFIRMED
6849310,5527.0,0.927,287.24268,42.301369,15.604,173.576483,0.196,3.11,4.311780262,2.7251,CONFIRMED
6849310,5527.0,0.927,287.24268,42.301369,15.604,188.08821,0.383,2.69,20.0504494,4.556,CONFIRMED
6849310,5527.0,0.927,287.24268,42.301369,15.604,186.57718,0.9,2.67,9.76734503,1.6585,CONFIRMED
6862328,5453.0,1.062,291.58377,42.36816,15.085,222.236492,0.076,8.98,119.0207044,8.1405,CANDIDATE
9471974,5626.0,2.057,294.55917,46.062328,12.654,312.68498,0.812,7.78,190.3200468,15.284,CONFIRMED
6862603,6126.0,1.021,291.67172,42.343109,15.618,171.648106,0.965,4.37,2.861159894,1.8832,FALSE POSITIVE
7366258,5427.0,0.929,292.87338,42.966141,15.158,194.12074,0.03,3.91,26.44439337,3.9783,CONFIRMED
7366258,5427.0,0.929,292.87338,42.966141,15.158,174.055011,0.183,5.51,51.53997972,6.3994,CONFIRMED
7366258,5427.0,0.929,292.87338,42.966141,15.158,136.78393,0.209,2.43,5.902245782,2.9003,CONFIRMED
7366258,5427.0,0.929,292.87338,42.966141,15.158,135.080841,0.479,1.86,2.382951591,1.8876,CONFIRMED
7373451,5067.0,0.75,294.90973,42.935261,15.859,207.67593,0.036,3.07,21.02250608,4.1072,CONFIRMED
6948054,5103.0,0.787,291.63898,42.436321,15.599,133.00406,0.06,1.69,3.219814777,2.0642,CONFIRMED
6949607,4072.0,0.57,292.13702,42.42942,15.036,172.184012,0.17,1.73,5.912273234,2.3254,CONFIRMED
6949607,4072.0,0.57,292.13702,42.42942,15.036,175.68418,0.008,1.65,8.98581901,2.8606,CONFIRMED
7031517,5875.0,0.809,291.11969,42.507069,15.215,179.423014,0.897,22.94,12.940668656,2.4845,FALSE POSITIVE
11869052,5670.0,1.264,294.40192,50.172089,12.003,137.91394,0.95,2.41,20.5452375,2.517,CANDIDATE
7109675,5149.0,0.93,289.26874,42.604172,15.262,186.680343,0.67,8.46,33.60123371,4.4056,CONFIRMED
7109675,5149.0,0.93,289.26874,42.604172,15.262,138.0637,0.429,1.97,6.76652928,2.9004,CONFIRMED
7118364,5754.0,1.122,291.96417,42.69614,15.024,172.23343,0.025,2.36,4.347288783,2.1024,CONFIRMED
7134976,4986.0,0.833,296.48343,42.663429,15.024,169.98108,0.567,2.35,4.601811819,2.2607,CONFIRMED
7134976,4986.0,0.833,296.48343,42.663429,15.024,137.17814,0.387,1.55,11.18719905,3.252,CONFIRMED
7135852,3837.0,0.517,296.69394,42.62611,15.692,170.622433,0.705,2.62,4.220965778,3.0854,CANDIDATE
7270230,5612.0,0.829,287.88412,42.832439,15.877,171.898913,7.361,588.66,6.998099523,2.0488,FALSE POSITIVE
7287995,4261.0,0.633,293.63696,42.82497,15.019,170.955871,0.327,2.33,5.95489993,2.3892,CONFIRMED
7287995,4261.0,0.633,293.63696,42.82497,15.019,181.22536,0.286,2.18,12.03987488,2.7363,CONFIRMED
7287995,4261.0,0.633,293.63696,42.82497,15.019,132.08488,0.706,1.42,20.83762895,2.3734,CONFIRMED
3247396,6200.0,2.404,294.46088,38.383461,12.759,136.4568,1.223,63.66,8.8111022,5.0683,FALSE POSITIVE
7303253,4919.0,0.721,297.46002,42.83992,15.316,173.81994,0.926,3.16,23.58917143,5.073,CONFIRMED
5094751,5945.0,1.302,290.39273,40.28487,12.365,122.977657,0.833,2.54,6.481633073,3.784,CONFIRMED
7678434,5121.0,0.888,290.39322,43.363899,15.193,172.61729,0.537,3.2,10.37168928,3.035,CONFIRMED
7678434,5121.0,0.888,290.39322,43.363899,15.193,137.75447,0.836,1.78,3.96996298,1.1757,CANDIDATE
7685981,6007.0,0.961,292.96555,43.34639,15.662,172.18582,0.899,2.66,4.40841331,5.012,CONFIRMED
7708215,5811.0,0.926,299.00143,43.399632,15.26,174.52563,0.942,4.68,7.9426176,6.703,FALSE POSITIVE
7373451,5067.0,0.75,294.90973,42.935261,15.859,207.35971,0.731,4.53,226.8904775,7.558,CONFIRMED
7377033,5209.0,0.603,295.83536,42.943062,15.533,170.694208,1.091,21.58,1.956811408,2.1958,FALSE POSITIVE
7380537,4820.0,0.639,296.68307,42.967869,15.766,170.1020904,0.001,12.04,2.688899233,2.11275,CANDIDATE
7434875,5097.0,0.779,288.64252,43.039291,15.067,177.186096,0.049,4.16,9.439459486,2.8979,CONFIRMED
8349582,5644.0,1.411,284.48245,44.398041,12.346,131.969055,0.0,3.13,11.523067458,3.8757,CONFIRMED
7434875,5097.0,0.779,288.64252,43.039291,15.067,178.66786,0.497,2.92,20.47748843,2.8364,CONFIRMED
7434875,5097.0,0.779,288.64252,43.039291,15.067,135.31623,0.252,1.74,3.336123113,1.9616,CONFIRMED
7455287,3713.0,0.47,294.77393,43.056301,15.847,170.20739,0.192,1.72,8.01078456,2.312,CONFIRMED
7455287,3713.0,0.47,294.77393,43.056301,15.847,143.45948,0.014,1.29,12.07134205,4.3224,CONFIRMED
7455287,3713.0,0.47,294.77393,43.056301,15.847,152.31554,0.228,1.3,20.99587872,2.6333,CONFIRMED
7458762,5849.0,0.919,295.65149,43.029831,15.031,175.34754,0.712,2.45,7.41113177,2.5242,CONFIRMED
7552344,5472.0,0.79,297.97513,43.164909,15.419,169.974229,0.908,4.14,1.000747038,0.9967,FALSE POSITIVE
757450,5332.0,0.843,291.1376,36.577381,15.264,169.991686,0.069,10.51,8.884922995,2.07004,CONFIRMED
7585481,6214.0,1.076,282.69952,43.272739,15.261,176.623731,0.018,8.95,8.09888906,4.20241,CONFIRMED
7663691,6063.0,1.001,283.63077,43.379398,15.063,176.96898,0.862,3.52,10.00653012,5.344,CONFIRMED
5812701,6823.0,1.367,297.45374,41.01099,11.353,146.596466,0.075,13.16,17.855221681,7.41287,CONFIRMED
8013419,3950.0,0.541,285.16748,43.876339,15.75,176.939054,0.811,4.87,12.732624065,2.2083,CANDIDATE
8018547,3960.0,0.509,287.85239,43.897991,15.754,236.76334,0.658,4.78,83.92494032,6.7904,CANDIDATE
8039892,5865.0,0.827,295.53613,43.884449,15.813,173.433997,0.344,6.96,5.007316661,4.2362,CONFIRMED
8150320,4500.0,0.646,285.16833,44.026459,15.791,170.150139,0.69,1.85,2.211116989,1.6485,CONFIRMED
8150320,4500.0,0.646,285.16833,44.026459,15.791,178.73791,0.063,1.9,27.9541337,3.95,CONFIRMED
